skills,matched_score
application analysis,0.7764285713571429
structured software,0.7764285713571429
maintenance repair,0.7764285713571429
new products,0.7764285713571429
test plan,0.7764285713571429
exchange,0.7764285713571429
test cases,0.7764285713571429
pocket pc,0.7764285713571429
security,0.7764285713571429
collection,0.7764285713571429
visual test,0.7764285713571429
netbeui,0.7764285713571429
dbase iv,0.7764285713571429
data integrity,0.7764285713571429
wireless data,0.7764285713571429
wireless,0.7764285713571429
virtual machine,0.7764285713571429
assurance analyst,0.7764285713571429
file,0.7764285713571429
workbench,0.7758928571309525
initiative to work independent,0.7757142857142857
works well under pressure,0.7757142857142857
government sell-offs,0.7757142857142857
highly responsible and reliable,0.7757142857142857
microsoft office suite (2013),0.7757142857142857
reading schematics,0.7757142857142857
deadline compliance,0.7757142857142857
effective multitasking,0.7757142857142857
establishing goals and setting priorities,0.7757142857142857
agile,0.7749940475892857
so ware development,0.7732142857142856
analytical thinking,0.7732142857142856
asp.net,0.7728571428928571
train employees,0.77273809525
mrp,0.77273809525
router,0.77273809525
protel,0.77273809525
cms,0.77273809525
manufacturing engineer,0.77273809525
material management,0.7725000000357143
fmea,0.7724404761607142
vb.net,0.7718611111071428
nics,0.7715476190357142
network printers,0.7715476190357142
desktops,0.7715476190357142
proficient in solidworks,0.7715476190357142
upgrading,0.7715476190357142
usability testing,0.7715476190357142
highly dependable,0.7715476190357142
raid,0.7715476190357142
client server,0.7715476190357142
product improvement,0.7715476190357142
computer sales,0.7715476190357142
computer networks,0.7715476190357142
inventory management and control,0.7715476190357142
hp netservers,0.7715476190357142
newsletter,0.7713988095238095
qa/qm,0.7702380952857143
engineering resource management and forecasting,0.7702380952857143
engineering cost estimating,0.7702380952857143
vendor management,0.7702380952857143
testing and commissioning planning and execution,0.7702380952857143
technical program management,0.7702380952857143
team leadership / cross-team collaboration,0.7702380952857143
architecting best practice technical solutions,0.7702380952857143
royalty agreement tracking,0.77
pcard purchases,0.77
sap time approval,0.77
ios in sap,0.77
purchase reqs in sap,0.77
travel arranger,0.77
access database,0.77
performance reviews,0.7695238095317459
websites,0.7692857142936508
windows xp,0.7690873015833333
speaking,0.7684523809285715
hospice,0.7675
monthly bank reconciliations,0.7675
financial statement preparation,0.7675
power user of microsoft excel epicor netsuite quickbooks hyperion great plains sage intacct,0.7675
contract management,0.7675
compliance audits,0.7675
community health,0.7675
financial audits,0.7675
financial planning and analysis,0.7675
relational database,0.7675
proposal,0.7675
revenue recognition,0.7675
therapy,0.7675
cash handling,0.7674642857142857
focus,0.7668809523952381
oral,0.7668452381249999
leadership skills,0.7667113095476191
process design,0.7654761905357143
architectural drafting,0.7643928571071428
3d modeling,0.7643928571071428
revit,0.7643928571071428
detail oriented,0.7643928571071428
read blueprints,0.7643928571071428
frame,0.7643928571071428
floor plans,0.7643928571071428
multi-tasking,0.7643928571071428
3dsmax,0.7643928571071428
graphical user interface,0.7642261904404762
"technical: vantive, clarify",0.7641666666666668
ability to prioritize,0.7641666666666668
"administrative: microsoft office suite, concur",0.7641666666666668
"sales software: salesforce.com, paperless proposals",0.7641666666666668
"learning management: saba lms, success factors lms, webex, pedague testing system",0.7641666666666668
exceptional telephone etiquette,0.7641666666666668
troubleshooting and problem solving,0.7641666666666668
professional demeanor,0.7641666666666668
employee training and development,0.7641666666666668
time management ability,0.7641666666666668
painting,0.7639226190714286
adobe acrobat,0.7637500000039682
designer 2000,0.7635714285714286
oracle database,0.7635714285714286
fetch,0.7635714285714286
solomon,0.7635714285714286
full life cycle,0.7635714285714286
os/2,0.7635714285714286
tax accounting,0.7635714285714286
research support,0.7635714285714286
excellent writing skills,0.7635714285714286
processing payments,0.7635714285714286
skills,0.7634523810357142
staff,0.7634523810357142
budget 5,0.7634523810357142
counseling,0.7634523810357142
customer services,0.7634523810357142
portfolio management,0.7624404762083333
dispatching,0.7620833333035714
streamline,0.7612882698293651
property management,0.760535714327381
kaizen,0.7603571428392858
system integration,0.760317460297619
sublime 2,0.7591666665714286
discrete mathematics,0.7591666665714286
differential equations,0.7591666665714286
emacs,0.7591666665714286
textwrangler,0.7591666665714286
unix terminal,0.7591666665714286
dropbox,0.7591666665714286
osx,0.7591666665714286
software practice i/ii,0.7591666665714286
iworks,0.7591666665714286
cyber ethics,0.7591666665714286
google calendar,0.7591666665714286
google drive,0.7591666665714286
computer graphics,0.7591666665714286
mozilla thunderbird,0.7591666665714286
ios,0.7591666665714286
probability and stats,0.7591666665714286
adobe indesign,0.7591666665714286
xcode,0.7591666665714286
xamarin studio,0.7591666665714286
home office,0.7591547619047619
international business,0.7591547619047619
eclipse,0.7587301586825397
maintain documentation,0.7583333333571429
network systems,0.7583333333571429
marketing materials,0.7581845238095238
special events,0.7576190476190476
microsoft office proficiency,0.7576190476190476
forward-thinking mindset,0.7576190476190476
microsoft,0.7576190476190476
trade shows,0.7576190476190476
rfi,0.7576190476190476
organized and detail-oriented,0.7576190476190476
project coordination,0.7576190476190476
self-directed,0.7576190476190476
supervisor,0.7570803571339286
personnel management,0.7567261904464286
database,0.7564517195694445
home health,0.7563690476190477
team work,0.7559523809642857
designing,0.7556150793769841
simulation,0.755267857172619
bonds,0.7548214285714286
public speaking,0.754452380952381
engineering operational functions,0.7541071428571428
systems engineering,0.7536904762321429
secret clearance,0.7535714285714287
decisive leader,0.7535714285714287
project analysis,0.7535714285714287
business and requirements analysis,0.7535714285714287
performance tracking and evaluation,0.7535714285714287
leadership mentoring,0.7535714285714287
spreadsheets,0.7533611111051587
data warehousing,0.7532886904553572
manufacturing process,0.7532142856904762
technician,0.7531746032023809
objective c,0.7530297618928571
website,0.7529761904464286
db2,0.7527380951964285
consultation,0.7526190476190476
anova,0.7525595238214285
quick learner,0.7520535714285714
speaker,0.7520238095238094
equities,0.7520238095238094
clinical research,0.7520238095238094
neural,0.7520238095238094
clinical trials,0.7520238095238094
scientific,0.7520238095238094
information systems,0.7520238095238094
financing,0.7520238095238094
digital tv,0.7511904761428572
device drivers,0.7511904761428572
mathematical modeling,0.7511904761428572
architect end to end,0.7511904761428572
jvm,0.7511904761428572
mpeg,0.7511904761428572
mp4,0.7511904761428572
industrial automation,0.7511904761428572
interface with customers and vendors,0.7511904761428572
h.264,0.7511904761428572
agile methodologies,0.7511904761428572
integrating content protection systems,0.7511904761428572
hls,0.7511904761428572
develop products in consumer electronics,0.7511904761428572
octave,0.7511904761428572
dvb,0.7511904761428572
embedded linux,0.7511904761428572
tr069,0.7511904761428572
project planning and management,0.7511904761428572
vxworks,0.7511904761428572
rtos - os9,0.7511904761428572
snmp,0.7511904761428572
microcontrollers,0.7511904761428572
socs,0.7511904761428572
build teams,0.7511904761428572
lxc,0.7511904761428572
renovation,0.7505595238392857
latex,0.7490476190535714
fast,0.7488888888690476
negotiating skills,0.7485714285357143
database programming,0.7485714285357143
repair and maintenance practice,0.7485714285357143
database management system and administration,0.7485714285357143
software development skills,0.7485714285357143
installation of hardware,0.7485714285357143
installation of network components,0.7485714285357143
web design technology,0.7485714285357143
windows platforms programming,0.7485714285357143
monitoring and evaluation skills,0.7485714285357143
accounting packages,0.7485714285357143
improving accounting and internal control systems,0.7485714285357143
cabling and laying of cables,0.7485714285357143
troubleshooting a network failure,0.7485714285357143
network design,0.7485714285357143
operating system knowledge,0.7485714285357143
programming in java,0.7485714285357143
office suite,0.7485714285357143
firewall setup,0.7485714285357143
technical proposal writing skills,0.7485714285357143
ip addressing,0.7485714285357143
interpersonal and communication skills,0.7485714285357143
upgrading of hardware,0.7485714285357143
linux programming,0.7485714285357143
data analysis techniques,0.7485714285357143
troubleshooting of hardware failure,0.7485714285357143
organization,0.7482083333333334
oracle experience,0.7471428571428571
"proficient in microsoft office, ms word, outlook, powerpoint",0.7471428571428571
stat- fsi track,0.7471428571428571
access database queries & data mining,0.7471428571428571
image scanner asset manager -10-key; printers & scanners; general office tools,0.7471428571428571
peoplesoft use & knowledge - queries & data mining,0.7471428571428571
ultra tax,0.7471428571428571
sharepoint use experience,0.7471428571428571
"internet accounting, finance and tax research - lexis-nexis, cch & ria tax research",0.7471428571428571
infolease for lease and financial accounting & citconnect research,0.7471428571428571
"microsoft excel expert - pivot tables, v-lookups, formulas",0.7471428571428571
receiving,0.7470000000079364
continuous improvement,0.7469047619357142
identifies vendors requiring an irs form 1099 and prepares the form and transmittal,0.746904761904762
calculates and posts month end and year-end accruals as needed,0.746904761904762
maintains files,0.746904761904762
"manages the corporate visa accounts for managers and volunteers, including ordering and canceling cards, processing corporate visa accounts for payment, and resolving discrepancies",0.746904761904762
data trending knowledge,0.746904761904762
advanced bookkeeping skills,0.746904761904762
prepares budget variance reports for various departments as assigned,0.746904761904762
quickbooks expert,0.746904761904762
self-motivated professional,0.746904761904762
cash flow analysis,0.746904761904762
"manages the accounts payable function - including employee/volunteer reimbursement - from processing incoming invoices, through cost center coding, approval by appropriate party, input into the system, to check preparation and mailing",0.746904761904762
articulate,0.746904761904762
"along with other finance department staff, processes outgoing and incoming wires, verifies those wires have all required documentation, and works with branch staff to ensure incoming wires are posted and resolve issues",0.746904761904762
responds to inquiries from that manager regarding budgeted and actual expenses,0.746904761904762
works with that department manager in preparation of annual budget,0.746904761904762
prepares analyses as requested by manager and other departments,0.746904761904762
"a monitor flow of credit union transactions from the various supporting systems into and out of the general ledger daily, and identifies and resolves errors, omissions, and irregularities to provide accurate records for tfcu and its service organizations",0.746904761904762
verifies and balances system originated interfaces and posts non-system generated transactions prepared from other sources,0.746904761904762
responsible for preparing and posting entries for the daily posting packet,0.746904761904762
responsible for maintaining fixed assets and prepaid sub-ledger accounts,0.746904761904762
responsible for assisting with the preparation of financial statements,0.746904761904762
"system originated interfaces refers to the credit union owned system as well as external systems, such as shared branching and atm transaction networks",0.746904761904762
superior attention to detail,0.746904761904762
oracle,0.7466060605941559
dialysis,0.7456845237916667
ieee,0.7455952380535714
test equipment,0.74554761905
xilinx vivado,0.74535714275
junit,0.74535714275
vmware,0.74535714275
arduino ide,0.74535714275
management skills,0.7452380952380953
data base,0.7452380952380953
scheduling appointments,0.7452380952380953
home care,0.7452380952380953
maintaining inventory,0.7452380952380953
patient safety,0.7452380952380953
preparing financial reports,0.7451190476190476
profit and loss statement,0.7451190476190476
process invoices,0.7451190476190476
sap fi,0.7451190476190476
invoice processing,0.7451190476190476
edit,0.7451190476190476
financial management,0.7447311827956989
inventory levels,0.7446705
strategic thinker,0.7445238095178571
application development,0.7441964285714285
memory,0.7441666666071428
equipment maintenance,0.7439285714345238
product development,0.7438809523714286
gis,0.74375
product management,0.7433333333214286
researching,0.7425148809464286
ms access,0.7424999999880952
filing,0.7420145502552911
validation,0.7414351851825397
cost analysis,0.7413244047440476
erp : microsoft ax dynamics,0.7409523809642857
mechanical processes,0.7409523809642857
employee training,0.7409523809642857
protocols execution,0.7409523809642857
"it skills (shopper, tally, voyager)",0.7407142857142857
proficient in ms-office (word/excel/powerpoint),0.7407142857142857
"drive, motivation and initiative",0.7407142857142857
focus integrated erp software for retail garment stores,0.7407142857142857
numerical and analytical ability,0.7407142857142857
business and commercial acumen,0.7407142857142857
oral and written communication,0.7407142857142857
organizational and planning skills,0.7407142857142857
creativity and imagination,0.7407142857142857
ability to lead and motivate a team,0.7407142857142857
influencing and negotiation,0.7407142857142857
work under pressure and deadlines,0.7407142857142857
good team player,0.7407142857142857
process design & improvement,0.7404761904285715
economic analysis,0.7404761904285715
project management & execution,0.7404761904285715
ergonomic and safety conscious,0.7404761904285715
strategic planning & development,0.7404761904285715
product design,0.7404761904285715
lean & six sigma practitioner,0.7404761904285715
executive decision maker,0.7404761904285715
automation design,0.7404761904285715
budgetary and policy development,0.7404761904285715
siemens,0.7401388889404762
microsoft office suite,0.7400952380904762
patience,0.7399999999642857
interpersonal communication,0.7399999999642857
algorithm design,0.7399999999642857
intel,0.7394642857261905
agency,0.7392638888829366
construction management,0.7387499999880952
adobe analytics,0.7386904761071429
information security,0.7385119047500001
experience with autocad,0.7380952381428572
iso9001 and as9100 auditing,0.7380952381428572
source evaluation and selection,0.7380952381428572
production and engineering management,0.7380952381428572
various erp systems,0.7380952381428572
quality management system implementation,0.7380952381428572
process improvement/simplification,0.7380952381428572
process development and documentation,0.7380952381428572
scheduling,0.7377813283283208
gui,0.7376785714166667
written communication skills,0.737232142875
lean manufacturingâ€‹,0.7371428571428572
qcc,0.7367857142142856
toyota production systems,0.7367857142142856
5 why,0.7367857142142856
anatomy,0.7367857142142856
gd&t,0.7367857142142856
product project management,0.7367857142142856
benchmarking,0.7367857142142856
8d,0.7367857142142856
ppap,0.7367857142142856
development,0.7367857142142856
dvp&r,0.7367857142142856
reliability sae standards,0.7367857142142856
cnc engineering,0.7367857142142856
vehicle ergonomics,0.7367857142142856
kpi's,0.7367857142142856
motorola,0.7367261905714286
flash,0.7367261905714286
microprocessor,0.7367261905714286
allen bradley rslogix,0.7367261905714286
siemens step 7,0.7367261905714286
xilinx ise,0.7367261905714286
psim,0.7367261905714286
"iec 61131 (ladder logic, functional block diagram, structured text, instruction list.)",0.7367261905714286
switchgear,0.7367261905714286
tender,0.7367261905714286
wago codesys,0.7367261905714286
printed circuit board cad (protel),0.7367261905714286
"erp (alliance, global shop, xa, sap)",0.7367261905714286
easy power,0.7367261905714286
renovations,0.7367261905714286
structured,0.7367261905714286
"assembly (intel, motorola, ti)",0.7367261905714286
staff management,0.7367261905714286
managing,0.7365688775484694
visual basic,0.73655505953125
human resources,0.7361607142857143
itil v,0.7360714285357143
desktop support,0.7360714285357143
microsoft technologies,0.7360714285357143
producer,0.7360714285357143
sla,0.7360714285357143
mcse,0.7360714285357143
innovation,0.7358184523928571
team player,0.7354246031765873
verbal communication skills,0.7349999999821428
director,0.7343571428452381
tables,0.7342410714196428
change management,0.7341804880922619
dos,0.7340773809166666
lead development,0.733854166625
statistical process control,0.7336607143303572
invoice coding familiarity,0.7336507936507937
six sigma,0.7335416666755953
design process,0.7334523809285715
proposals,0.7334065934075091
minitab,0.7331944444404762
technical support,0.7330790043322511
control systems,0.7329761904464285
government contracting,0.7325
problem solving skills,0.7321785714285715
atm,0.7321428571309524
ergonomics,0.7320238095714285
self-starter,0.7318253967936508
training programs,0.7317857142857143
customer satisfaction,0.7317245370416666
deadline-oriented,0.7314880952440477
failure analysis,0.7311666666904761
calm under pressure,0.7311309523571429
calibration,0.7307936507857142
flask api,0.7305952381071429
functional,0.7304591836785714
leadership,0.7302836134537816
communication,0.7300445357500001
visual studio,0.7300297618928572
organizational skills,0.7295505952380952
"management training, team builder, outlook training, excel training, hotsos training, stratton warren ""mms""",0.7294047619285714
drilling engineering,0.7294047619285714
building commissioning experience,0.7294047619285714
have interpersonal skills to deal effectively with all business contacts.,0.7294047619285714
excellent customer service skills.,0.7294047619285714
demonstrated organizational/planning skills,0.7294047619285714
"hands on training: electrical, pluming, painting, full finish, wall paper",0.7294047619285714
a highly motivated and energetic personality.,0.7294047619285714
ability to take initiative and exhibit flexibility.,0.7294047619285714
ability to translate technical specifications,0.7294047619285714
leadership development program,0.7294047619285714
interpersonal communication skills,0.7294047619285714
training program implementation,0.7294047619285714
jcl,0.7290476190357144
ms frontpage,0.7290476190357144
windows nt,0.7290476190357144
microsoft (ms) access,0.7290476190357144
windows vista,0.7290476190357144
qa,0.7290476190238095
root cause analysis,0.7289682539761905
process management,0.7288371666250001
scrum & agile,0.7288095237857143
risk assessment & tracking,0.7288095237857143
data & network management,0.7288095237857143
analytical process improvement,0.7288095237857143
visual foxpro,0.7288095237857143
".ney(vb, asp)",0.7288095237857143
messaging,0.728759523797619
selling,0.728720238095238
mapreduce,0.7286904762142857
amazon redshift,0.7286904762142857
informatica,0.7286904762142857
core java,0.7286904762142857
talend,0.7286904762142857
yarn,0.7286904762142857
hdfs,0.7286904762142857
complex problem solving,0.728000000002381
excellent communication,0.7279761905
hardware,0.727801587295238
mentor,0.7276666666523809
debit,0.7276488095238095
salesforce.com crm,0.7275
energy saving,0.7275
motivated,0.7272619047619048
experienced manager,0.7272619047619048
seasoned leadership,0.7272619047619048
installation and configuration of peripherals,0.7272619047142858
jvs,0.7272619047142858
verilog hardware language,0.7272619047142858
pl/sql,0.7272619047142858
technical report writing,0.7272619047142858
unix shell scripts,0.7272619047142858
administration of windows 2000 server,0.7272619047142858
mips assembler,0.7272619047142858
sql navigator,0.7272619047142858
troubleshooting hardware,0.7272619047142858
remedy,0.7272619047142858
vbs,0.7272619047142858
object-oriented programming,0.7272619047142858
powerpoint presentations,0.7270833333333334
copying,0.7270833333333334
